업체코드,ID,리뷰내용,작성일,평가카테고리
ST065,친구모임장소,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-01-26,친절해요
ST065,주말여행자,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-05-30,위생이 아쉬워요
ST065,전주비빔밥순례,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-04-29,가성비가 좋아요
ST065,단골손님이씨,테이블 간격이 너무 좁아서 불편했어요.,2026-05-31,불친절해요
ST065,전북여행,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-05-14,주차하기 편해요
ST066,리뷰왕김씨,이조참판댁 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-02-06,가성비가 좋아요
ST066,전주맛집D,테이블 간격이 너무 좁아서 불편했어요.,2026-04-21,가격이 비싸요
ST066,한옥마을여행,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-06-07,양이 적어요
ST066,taste_kr_04,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-03-08,불친절해요
ST066,전주콩나물,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-01-09,혼밥하기 좋아요
ST066,전북대생,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-01-19,단체모임 하기 좋아요
ST066,jbfoodie_02,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-03-06,가성비가 좋아요
ST066,taste_kr_05,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-01-05,가격이 비싸요
ST066,review_kr_03,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-02-08,깨끗해요
ST066,jeonju_foodie,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-01-10,가성비가 좋아요
ST066,전통주탐방,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-03-10,깨끗해요
ST066,food_explorer_kr,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-03-26,단체모임 하기 좋아요
ST066,전주비빔밥순례,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-05-28,양이 많아요
ST066,맛집헌터B,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-05-06,깨끗해요
ST066,user_전주_03,오랜만에 왔는데 변함없이 맛있네요. 이조참판댁 강추!,2026-04-22,양이 많아요
ST066,추어탕마니아,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-01-18,대기시간이 길어요
ST066,맛집탐험대,가격 대비 양도 많고 맛도 훌륭해요. 이조참판댁 단골 됐어요.,2026-01-01,친절해요
ST067,review_kr_01,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-01-05,양이 많아요
ST067,user_전주_01,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-06-08,가성비가 좋아요
ST067,food_diary_jj,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-03-04,맛이 별로예요
ST067,jb_local_guide,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-01-04,분위기가 좋아요
ST067,한정식전문가,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-06-11,대기시간이 길어요
ST067,전주여행자,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-03-20,단체모임 하기 좋아요
ST067,foodstagram_kr,진미닭갈비 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-04-27,혼밥하기 좋아요
ST067,비빔밥사랑,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-06-01,주차하기 편해요
ST067,bibimbap_fan,반찬이 푸짐하게 나와요. 고기도 두툼하고 맛있어요.,2026-01-28,특별한 날 가기 좋아요
ST067,전주비빔밥러,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-05-08,특별한 날 가기 좋아요
ST067,먹방러_03,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-06-07,깨끗해요
ST067,전주한바퀴,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-01-17,맛이 별로예요
ST067,국밥왕,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-04-20,단체모임 하기 좋아요
ST067,전북도청직원,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-04-13,맛이 별로예요
ST067,삼천동리뷰,테이블 간격이 너무 좁아서 불편했어요.,2026-01-31,대기시간이 길어요
ST067,jbfoodie_03,가격 대비 양도 많고 맛도 훌륭해요. 진미닭갈비 단골 됐어요.,2026-05-20,분위기가 좋아요
ST067,푸드인전주,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-03-24,단체모임 하기 좋아요
ST067,갈비사랑,친구랑 같이 왔는데 둘 다 너무 만족했어요. 진미닭갈비 최고!,2026-01-12,맛있어요
ST068,review_kr_03,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-02-15,단체모임 하기 좋아요
ST068,전주관광객,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-01-12,맛이 별로예요
ST068,jeonju_local,오랜만에 왔는데 변함없이 맛있네요. 남원추어탕(신시가지점) 강추!,2026-04-04,혼밥하기 좋아요
ST068,저녁식사파,남원추어탕(신시가지점) 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-02-23,주차하기 편해요
ST068,taste_kr_02,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-03-06,맛있어요
ST068,전주시청직원,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-06-07,단체모임 하기 좋아요
ST068,food_jb_02,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-01-12,특별한 날 가기 좋아요
ST068,전주콩나물,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-01-14,친절해요
ST068,전주맛집C,오랜만에 왔는데 변함없이 맛있네요. 남원추어탕(신시가지점) 강추!,2026-02-15,주차하기 편해요
ST068,punpun_eats,친구랑 같이 왔는데 둘 다 너무 만족했어요. 남원추어탕(신시가지점) 최고!,2026-05-05,주차하기 편해요
ST068,맛집헌터B,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-01-30,분위기가 별로예요
ST068,전북대생,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-03-02,주차하기 불편해요
ST068,taste_kr_04,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-06-01,친절해요
ST068,jbfoodie_04,맛은 있는데 양이 조금 적은 것 같아요. 가격 생각하면 아쉬워요.,2026-03-25,가격이 비싸요
ST068,jeonju_review03,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-02-20,대기시간이 길어요
ST068,삼천동리뷰,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-02-28,양이 많아요
ST068,맛집블로거,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-03-25,분위기가 별로예요
ST068,food_review_kr,반찬 리필을 안 해주더라고요. 조금 아쉬웠습니다.,2026-01-26,재방문 의사 없어요
ST068,리뷰어_박씨,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-04-16,분위기가 좋아요
ST069,먹방러_02,반찬 리필을 안 해주더라고요. 조금 아쉬웠습니다.,2026-02-08,양이 적어요
ST069,jbfoodie_02,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-01-02,친절해요
ST069,jeonju_review02,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-01-12,재방문 의사 없어요
ST069,맛있는하루,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-05-01,혼밥하기 좋아요
ST069,review_kr_05,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-01-09,주차하기 편해요
ST069,jeonju_review04,황소갈비 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-05-16,단체모임 하기 좋아요
ST069,전주비빔밥순례,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-05-03,분위기가 좋아요
ST069,맛집지도앱,황소갈비 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-04-26,가성비가 좋아요
ST069,review_kr_02,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-03-03,단체모임 하기 좋아요
ST069,신시가지탐방,반찬이 푸짐하게 나와요. 고기도 두툼하고 맛있어요.,2026-05-23,또 오고 싶어요
ST069,gourmet_jb,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-04-15,불친절해요
ST069,한옥마을여행,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-02-03,주차하기 편해요
ST069,경기전방문자,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-03-17,깨끗해요
ST069,단골손님이씨,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-01-24,친절해요
ST069,맛집지도,테이블 간격이 너무 좁아서 불편했어요.,2026-05-03,분위기가 별로예요
ST069,효자동단골,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-02-11,주차하기 불편해요
ST070,jeonju_trip,테이블 간격이 너무 좁아서 불편했어요.,2026-01-21,분위기가 별로예요
ST070,전주비빔밥순례,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-02-15,또 오고 싶어요
ST070,해장국마니아,친구랑 같이 왔는데 둘 다 너무 만족했어요. 전주불고기(신시가지) 최고!,2026-01-20,특별한 날 가기 좋아요
ST070,리뷰왕김씨,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-02-12,또 오고 싶어요
ST070,혼밥러_전주,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-01-29,대기시간이 길어요
ST070,전주핫플,오랜만에 왔는데 변함없이 맛있네요. 전주불고기(신시가지) 강추!,2026-05-08,분위기가 좋아요
ST070,food_explorer_kr,고기 질이 좋아요. 불 조절도 잘 해주셔서 맛있게 먹었어요.,2026-02-22,깨끗해요
ST070,맛집헌터D,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-06-10,특별한 날 가기 좋아요
ST070,jbfood_lover,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-03-17,양이 많아요
ST070,jeonju_review02,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-05-19,대기시간이 길어요
ST070,jb_local_guide,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-05-02,분위기가 별로예요
ST070,전주법원앞단골,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-04-18,가격이 비싸요
ST070,taste_kr_04,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-01-06,재방문 의사 없어요
ST070,아침밥러버,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-02-18,분위기가 좋아요
ST070,bibimbap_fan,가격 대비 양도 많고 맛도 훌륭해요. 전주불고기(신시가지) 단골 됐어요.,2026-01-06,양이 많아요
ST070,전주맛지도,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-05-14,특별한 날 가기 좋아요
ST070,전주시청직원,친구랑 같이 왔는데 둘 다 너무 만족했어요. 전주불고기(신시가지) 최고!,2026-04-16,친절해요
ST070,jbfoodie_04,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-03-29,또 오고 싶어요
ST070,삼천동리뷰,전주불고기(신시가지) 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-05-05,친절해요
ST070,먹방러_02,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-05-16,위생이 아쉬워요
ST071,효자동단골,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-01-07,또 오고 싶어요
ST071,콩나물국밥마니아,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-06-08,맛있어요
ST071,전주한바퀴,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-04-25,위생이 아쉬워요
ST071,경기전방문자,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-01-24,특별한 날 가기 좋아요
ST071,삼천동리뷰,친구랑 같이 왔는데 둘 다 너무 만족했어요. 새만금낙지 최고!,2026-01-15,친절해요
ST071,전북여행,가격 대비 양도 많고 맛도 훌륭해요. 새만금낙지 단골 됐어요.,2026-05-30,깨끗해요
ST071,맛집헌터E,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-02-26,특별한 날 가기 좋아요
ST071,점심메이트,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-02-20,단체모임 하기 좋아요
ST071,jbfood_lover,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-01-22,불친절해요
ST071,전주맛집C,새만금낙지 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-04-25,또 오고 싶어요
ST071,jeonju_trip,테이블 간격이 너무 좁아서 불편했어요.,2026-05-12,맛이 별로예요
ST071,전주비빔밥순례,맛은 있는데 양이 조금 적은 것 같아요. 가격 생각하면 아쉬워요.,2026-02-19,위생이 아쉬워요
ST071,review_kr_01,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-03-23,혼밥하기 좋아요
ST071,먹방러_05,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-06-04,또 오고 싶어요
ST071,맛집헌터A,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-01-15,친절해요
ST071,남부시장단골,오랜만에 왔는데 변함없이 맛있네요. 새만금낙지 강추!,2026-04-12,가성비가 좋아요
ST071,전주핫플,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-04-20,양이 많아요
ST071,신시가지거주자,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-04-09,대기시간이 길어요
ST071,전주역이용객,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-01-04,불친절해요
ST072,review_kr_02,면이 쫄깃하고 고명도 푸짐해요.,2026-01-18,분위기가 좋아요
ST072,먹방러_04,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-04-03,맛있어요
ST072,jbfoodie_04,친구랑 같이 왔는데 둘 다 너무 만족했어요. 평양냉면(신시가지) 최고!,2026-05-04,가성비가 좋아요
ST072,foodlover_E,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-04-22,맛이 별로예요
ST072,출장온회사원,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-06-10,가격이 비싸요
ST072,user_전주_02,가격 대비 양도 많고 맛도 훌륭해요. 평양냉면(신시가지) 단골 됐어요.,2026-01-31,친절해요
ST072,전주역이용객,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-05-12,가성비가 좋아요
ST072,jbfoodie_03,육수가 시원하고 깔끔해요. 더운 날 최고의 선택!,2026-01-05,특별한 날 가기 좋아요
ST072,맛집순례자,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-05-29,재방문 의사 없어요
ST072,홍길동123,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-02-07,친절해요
ST072,인후동탐방,오랜만에 왔는데 변함없이 맛있네요. 평양냉면(신시가지) 강추!,2026-04-29,단체모임 하기 좋아요
